frame,x_measure,y_measure,x_front_measure,y_front_measure,x_mid_measure,y_mid_measure,x_mid_est,y_mid_est,vx_mid_est,vy_mid_est
101,2.18170568154557,5.86239307910097,2.64960685305174,5.87152833637426,2.41565626729866,5.86696070773761,2.41565626729866,5.86696070773761,3.61283236702495,0.107397844535586
102,2.28651938090787,5.87029962716378,2.757816746824,5.8800638828255,2.52216806386594,5.87518175499464,2.52854764421591,5.87307399760125,3.61278979391618,0.107411910317324
103,2.41911514257501,5.87906509469695,2.8854322536271,5.88990778971918,2.65227369810105,5.88448644220806,2.65103040234809,5.88142493141359,3.61321670772877,0.108463149527665
104,2.5461795230704,5.86581698721278,3.01426825817347,5.87629208221948,2.78022389062193,5.87105453471613,2.77695445590415,5.8763529180802,3.61585433194379,0.104188666178754
105,2.68238230856817,5.86063254053073,3.15276888591271,5.87107095765055,2.91757559724044,5.86585174909064,2.91010927325152,5.87107712570332,3.62558639062812,0.0973775939673339
106,2.78197720994392,5.88372592348645,3.254818263267,5.88603060861727,3.01839773660546,5.88487826605186,3.02309185314117,5.88097360229211,3.61714792360792,0.104396886332782
107,2.8866680794425,5.88640997840246,3.35391151242499,5.89746808758121,3.12028979593374,5.89193903299184,3.12890248513929,5.88919622081846,3.59760261721515,0.110621319030529
108,2.99972602345669,5.88606509677956,3.46962039177077,5.89658508114035,3.23467320761373,5.89132508895996,3.23985927671036,5.8918928546366,3.5835652822538,0.109084525587543
109,3.12564353569814,5.88602650288366,3.59706619491815,5.89492526990125,3.36135486530815,5.89047588639245,3.36066107278802,5.892299499624,3.5857183848059,0.103425158861946
110,3.233032419607,5.88730913406217,3.70596612565179,5.89546914274625,3.46949927262939,5.89138913840421,3.47336932985316,5.89295118737498,3.57234118049785,0.0980257947148444
111,3.35082769591354,5.88347410515862,3.82745286704347,5.89079572304036,3.5891402814785,5.88713491409949,3.59036011308116,5.89037010789518,3.56774691037706,0.0858410356397795
112,3.46828000660621,5.88855344506035,3.93836707068419,5.89547324847986,3.7033235386452,5.8920133467701,3.70547720479472,5.8924458120433,3.55905826605228,0.0840963191049185
113,3.60343213487421,5.89997395365872,4.07800662892574,5.90633482987667,3.84071938189997,5.90315439176769,3.83490500162978,5.90036763196401,3.58384908188482,0.0959782473332612
114,3.7164119330921,5.90650918669713,4.18560244180833,5.91223011590369,3.95100718745022,5.90936965130041,3.95222949549073,5.90733206502493,3.5783999207751,0.105061993428403
115,3.84239924280486,5.92824822499403,4.30836524520474,5.932456054509,4.0753822440048,5.93035213975152,4.07406764494861,5.92351724963364,3.58447534506356,0.136649462805797
116,3.95887260974807,5.88294966611935,4.43834360169808,5.89511358621597,4.19860810572307,5.88903162616766,4.19688293086128,5.90267176428312,3.59268363185694,0.0717504383461463
117,4.08340895320447,5.88348806465288,4.55929481856975,5.89553784535526,4.32135188588711,5.88951295500407,4.31975080149664,5.89493462029942,3.60048286593239,0.0453403147018645
118,4.18716905289458,5.88969100698478,4.65728992084593,5.90342933906151,4.42222948687025,5.89656017302314,4.42837397000624,5.89652095698914,3.56997662204076,0.0455350151952119
119,4.2990929932868,5.88763512931048,4.77359987959162,5.90160611962488,4.53634643643921,5.89462062446768,4.54021936064205,5.89580888347589,3.5504498913058,0.0395439829721647
120,4.43599840666235,5.90204543312072,4.90672062772918,5.90724958732408,4.67135951719576,5.9046475102224,4.66696105929302,5.90203788084988,3.57290429173959,0.0528663027965378
121,4.54899148008556,5.90012394979313,5.02287949547817,5.91361730643137,4.78593548778187,5.90687062811225,4.78601925588771,5.90580660397493,3.57247231800413,0.0583532417287629
122,4.6723750704032,5.89851860795319,5.1502352462018,5.90255290179442,4.9113051583025,5.90053575487381,4.90919724683773,5.90303640861282,3.5834313681268,0.0453523210907812
123,4.79363736502442,5.90072092345944,5.26684793437204,5.90478286257361,5.03024264969823,5.90275189301652,5.02973088216095,5.90337433215825,3.58610966636931,0.0420948310432105
124,4.90168412431473,5.90247242941574,5.36955121823197,5.9065532549045,5.13561767127335,5.90451284216012,5.14038267688691,5.90460490967212,3.5610388732913,0.0416104233153663
125,5.01746471714083,5.90741244809045,5.49017219726393,5.91087932954733,5.25381845720238,5.90914588881889,5.25568089085851,5.90805541725699,3.55119737662793,0.0473727076268748
126,5.14277020135942,5.91124857185629,5.61953565172088,5.91420470005259,5.38115292654015,5.91272663595444,5.37873928810828,5.91165799034383,3.56399619795104,0.053039423920143
127,5.27539388201508,5.89893602420313,5.74668994778224,5.91006967888023,5.51104191489866,5.90450285154168,5.50641537027369,5.90758802105204,3.58859885890907,0.0366333615962638
128,5.41070490217364,5.90981457596551,5.8761897125949,5.91219617517255,5.64344730738427,5.91100537556903,5.63747106276704,5.91024677051334,3.62045159462649,0.040676644276358
129,5.52735618423977,5.90218968122808,5.99768548660051,5.91312735555439,5.76252083542014,5.90765851839123,5.76105324497291,5.90902184149038,3.62828817451413,0.0333968269408952
130,5.64593880339416,5.89960991194566,6.11020859038363,5.91087905583176,5.8780736968889,5.90524448388871,5.87947069233879,5.90693450376324,3.62081738492263,0.0243590144777052
131,5.75631488221693,5.91036912371789,6.22586820092614,5.91284077534869,5.99109154157154,5.91160494953329,5.9942675245535,5.91027233661121,3.60381243594969,0.0314941329180008
132,5.86932355742785,5.90472510858755,6.33589365009896,5.90710397063885,6.10260860376341,5.9059145396132,6.10672115929889,5.90778275035678,3.58177129125279,0.0214815013636763
133,5.99189804450954,5.89904003612115,6.46321929210948,5.90988190999665,6.22755866830951,5.9044609730589,6.22710082001585,5.90585582187483,3.58422706253261,0.0139999191249751
134,6.12290954043592,5.91166872526197,6.59083753606831,5.92299890772101,6.35687353825212,5.91733381649149,6.35335813812584,5.91353108408809,3.60309477697688,0.0344097918330627
135,6.23868246922595,5.92191937349821,6.71220055802066,5.92475315083305,6.47544151362331,5.92333626216563,6.47479917642761,5.92034660728983,3.60654409029948,0.0504640643586873
136,6.39954620677021,5.90917873468774,6.87898941658948,5.91160932898247,6.63926781167984,5.9103940318351,6.62402837164273,5.91441242058186,3.68841330364536,0.0288765043949237
137,6.49960238731658,5.93353339900721,6.97364327285712,5.93569493089297,6.73662283008685,5.93461416495009,6.74024028116003,5.92797086539839,3.66897306837477,0.0645776938914751
138,6.62526247006094,5.91549992214749,7.0950038313693,5.92572538855095,6.86013315071512,5.92061265534922,6.86100631544802,5.92389755539466,3.66427938123968,0.0469197508912231
139,6.75281201141077,5.90642022913567,7.22014494938587,5.91862356427491,6.98647848039832,5.91252189670529,6.98537101439019,5.91699050342292,3.67023387293303,0.0228934770501803
140,6.862920670118,5.9151903498336,7.33491279458916,5.9280610035416,7.09891673235358,5.9216256766876,7.10199602228209,5.92028894171452,3.65367454166116,0.0300819645767799
141,6.99514582089831,5.91700453665629,7.46390591187485,5.9303481708757,7.22952586638658,5.92367635376599,7.22758576229826,5.92285329635703,3.66410924902602,0.0345087184085503
142,7.11013126998272,5.91590228404088,7.58271790468002,5.92901873433409,7.34642458733137,5.92246050918748,7.34760560340677,5.92299370841868,3.65775649506843,0.0316406088233085
143,7.22698209070211,5.90855630547307,7.69547749871885,5.92327700274392,7.46122979471048,5.9159166541085,7.46413812774123,5.91872476033018,3.64211091748127,0.0165342082495619
144,7.34738519213738,5.93188754726236,7.8192234884561,5.93887386356629,7.58330434029674,5.93538070541432,7.58411885702793,5.92982024400361,3.63772883214266,0.0464493904560633
145,7.48713423660842,5.9321757697615,7.95429528120322,5.9486288128985,7.72071475890582,5.94040229133,7.7154607164666,5.93728368664781,3.6659972419381,0.0632284698346317
146,7.62613330040743,5.92266251128089,8.09623815599771,5.93973688877026,7.86118572820257,5.93119970002558,7.85310532913613,5.93402878523637,3.7094745288837,0.0480063318570502
147,7.7468021796648,5.93178435649107,8.21007399967245,5.94179577731587,7.97843808966862,5.93679006690347,7.9778995190264,5.9363897327699,3.7123724726528,0.0501604518869775
148,7.85533916354767,5.92611953897712,8.32148800795081,5.93523700473812,8.08841358574924,5.93067827185762,8.09302489196139,5.93322816171339,3.68755911594077,0.0364395399247995
149,7.98211682697957,5.92303038501199,8.45024518241194,5.93217303260577,8.21618100469576,5.92760170880888,8.21614149392552,5.92996416816685,3.68777172834662,0.0237268500721933
150,8.10450026059079,5.9240149399307,8.56742856755341,5.93366259275801,8.3359644140721,5.92883876634436,8.33707820731371,5.92950068128309,3.68177813841887,0.0201649262234851
151,8.23282085871182,5.91235109818728,8.69859580764125,5.92316505307426,8.46570833317653,5.91775807563077,8.46371220831721,5.92204475960736,3.69251995437178,-0.0029031549687604
152,8.35858112135617,5.9193823038453,8.82771100207282,5.93159713503864,8.59314606171449,5.92548971944197,8.59099618805877,5.92426683287229,3.70408930687279,0.00367769956457719
153,8.47322743684472,5.9117100563136,8.93687972149986,5.92486154220025,8.70505357917229,5.91828579925693,8.70834601530935,5.92039323635234,3.68637115503577,-0.00766341348637429
154,8.59219161550889,5.92855834473907,9.05881672501032,5.94318625243042,8.82550417025961,5.93587229858475,8.82752188351852,5.93043957003911,3.67551278829252,0.0215729305304634
